importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
KOWA EMORI INDONESIA,16,27,6104202.0,4,4,2,Potential Loyalist
KOZHA GLOBAL INDONESIA,10,1,5161203474.0,4,1,3,New Customers
KRAFT ULTRAJAYA INDONESIA,3,28,2697968811.0,4,4,3,Loyal Customers
KRAKATAU BAJA INDUSTRI,169,19,9954903010.0,3,3,4,Champions
KRAKATAU BAJA KONSTRUKSI,346,9,694002640.0,2,3,3,At Risk
KRAKATAU GLOBAL TRADING,1507,4,123419552.0,1,2,3,Hibernating
KRAKATAU PIPE INDUSTRIES,316,10,84430068.0,3,3,3,Loyal Customers
KRAKATAU POSCO,91,77,15985413353.0,3,4,4,Champions
KRAKATAU POSCO FUTUREM,765,2,119302.0,2,2,1,About to Sleep
KRAKATAU STEEL (PERSERO) TBK.,1441,2,209036099.0,1,2,3,Hibernating
KRAMAT MOTOR,1011,44,10434820586.0,1,4,4,Can't Lose Them
KRANINDO PRIMA,35,3,38827581.0,4,2,3,New Customers
KRANZINDO MUTIARA PERMATA,3,8,22110942610.0,4,3,4,Champions
KREASI ABADI UTAMA,93,8,1054395.0,3,3,2,Potential Loyalist
KREASI AIR PRATAMA,1520,1,2126845.0,1,1,2,Lost
KREASI ANUGERAH SEJATI,365,1,3465.0,2,1,1,Hibernating
KREASI FAJAR SEJAHTERA,1,1408,2882186426359.0,4,4,4,Champions
KREASI INDAH ALAM,149,2,8543.0,3,2,1,Need Attention
KREASI INDAH BERKARYA,2,10,18648008080.0,4,3,4,Champions
KREASI INDAH BUSANA,350,4,9570351.0,2,2,2,About to Sleep
KREASI INTERNATIONAL ADVANCED TECHNOLOGY,9,10,4335999.0,4,3,2,Potential Loyalist
KREASI INTI MEGATIRTA,22,146,43894910844.0,4,4,4,Champions
KREASI KADOKOWE INDONESIA,311,1,331428.0,3,1,1,Need Attention
KREASI KESUKSESAN MANDIRI,1088,3,7192459.0,1,2,2,Hibernating
KREASI KOSMETIKA INDONESIA,97,10,653930.0,3,3,1,Promising
KREASI LOVINDO ASIA,141,3,8341.0,3,2,1,Need Attention
KREASI NUSANTARA SEJATI,1357,1,2047691.0,1,1,2,Lost
KREASI PESONA ALAMI,673,2,2180754.0,2,2,2,About to Sleep
KREASI PRIMA KARNEN,7,40,96102323.0,4,4,3,Loyal Customers
KREASI PUTRA MINAPOLITAN,1426,4,995751.0,1,2,2,Hibernating
KREASI RAJUTINDO MANDIRI,1477,7,37228496.0,1,3,3,Can't Lose Them
KREASI RATU NUSANTARA,1444,1,729569.0,1,1,1,Lost
KREASI SOLUSI INDOPRIMA,24,24,101402984.0,4,3,3,Loyal Customers
KREASI TATA UDARA,14,26,16524680772.0,4,3,4,Champions
KREASINDO ANUGERAH PRIMA,1722,12,10975092.0,1,3,2,Can't Lose Them
KREASINDO TEGUH MANDIRI,176,3,4534312.0,3,2,2,Need Attention
KREATIF FUTURA MAKMUR,568,5,253190.0,2,2,1,About to Sleep
KREATIF MANDIRI SAKTI,1660,2,10046977.0,1,2,2,Hibernating
KREATIF MEDIA GRUP,70,10,22240367011.0,3,3,4,Champions
KREATIFINDO GLOBAL GEMILANG,337,1,19072929.0,2,1,2,Hibernating
KREATIVA INDAH SINERGI,1428,8,2459343.0,1,3,2,Can't Lose Them
KRESHNA MUDA PERKASA,1154,28,55957771568.0,1,4,4,Can't Lose Them
KRESNA DUTA AGROINDO,35,1,559969674.0,4,1,3,New Customers
KRESNA JAYA WICAKSANA,293,24,28955259.0,3,3,2,Potential Loyalist
KRESNA WIRA WIGRHA UTAMA,300,26,7364655.0,3,3,2,Potential Loyalist
KRESNO SINAR GEMILANG,1598,29,7622795.0,1,4,2,Can't Lose Them
KRETA INDO ARTHA,728,5,3049514.0,2,2,2,About to Sleep
KREZT,55,52,55338956845.0,3,4,4,Champions
KRIDA KARYA SEMBADA,307,23,37121005938.0,3,3,4,Champions
KRISANTHIUM OFFSET PRINTING,338,2,383236017.0,2,2,3,About to Sleep
KRISBOW INDONESIA,10,355,565983739291.0,4,4,4,Champions
KRISCO CIPTA VICTORIA,3,10,9690435.0,4,3,2,Potential Loyalist
KRISNA ASPIRASI SEJAHTERA,135,1,6534439583.0,3,1,4,New Customers
KRISNA KARYA TEKNIK LED,23,13,22785941.0,4,3,2,Potential Loyalist
KRISNA PERKASA JAYA,185,37,49615364.0,3,4,3,Loyal Customers
KRISSON INDONESIA,1372,1,2731011099.0,1,1,3,Lost
KRISTAL MINANG SEJATI,1567,1,240155.0,1,1,1,Lost
KRISTAPLAST MAKMUR SEJAHTERA,294,2,81244.0,3,2,1,Need Attention
KRONES MACHINERY INDONESIA,16,197,508991128324.0,4,4,4,Champions
KRUPINDO LESTARI,3,70,146773707373.0,4,4,4,Champions
KSB INDONESIA,50,29,9851729553.0,3,4,4,Champions
KSB SALES INDONESIA,20,27,4597497123.0,4,4,3,Loyal Customers
KSR TULIP,8,10,16550720.0,4,3,2,Potential Loyalist
KTC COAL MINING & ENERGY,43,22,10232867589.0,3,3,4,Champions
KTD INDONESIA,470,1,118092.0,2,1,1,Hibernating
KTS PLASTICS INDONESIA,57,3,10834923805.0,3,2,4,New Customers
KUALA BINTANG LIMA,1183,4,7658917.0,1,2,2,Hibernating
KUDA LAUT AKSESORIS MOBIL INDONESIA,178,6,22626811602.0,3,2,4,New Customers
KUDA MAS,1452,173,32857318585.0,1,4,4,Can't Lose Them
KUDATAMA MAS,1436,2,218500.0,1,2,1,Hibernating
KUDOS ISTANA FURNITURE,867,1,183375.0,2,1,1,Hibernating
KUDOS PACK INTERNATIONAL,341,1,2617823.0,2,1,2,Hibernating
KUDUS KARYAPRIMA,167,9,11065673.0,3,3,2,Potential Loyalist
KUEI MENG CHAIN INDONESIA,1099,13,997582.0,1,3,2,Can't Lose Them
KUEN LING INDONESIA,574,7,1022334.0,2,3,2,At Risk
KUKAR MANDIRI SHIPYARD,1689,1,384093.0,1,1,1,Lost
KULINARI BOGA SEMESTA,1332,78,90853525.0,1,4,3,Can't Lose Them
KUMALA ASLI INDONESIA,310,58,17721859.0,3,4,2,Potential Loyalist
KUMALA GEMILANG SAKTI,738,5,9157713873.0,2,2,4,About to Sleep
KUMALA KENCANA CIPTA,1667,2,934368.0,1,2,2,Hibernating
KUMBANG MUDA INDONESIA,1311,2,6276084.0,1,2,2,Hibernating
KUMGANG HYUNDAI INDONESIA,24,32,40471985821.0,4,4,4,Champions
KUMGANG INTERNATIONAL,105,8,1909602781.0,3,3,3,Loyal Customers
KUNCI KENCANA,1108,2,16236.0,1,2,1,Hibernating
KUNYUN GRAVURE INDUSTRIES INDONESIA,85,45,91279683284.0,3,4,4,Champions
KURABO MANUNGGAL TEXTILE INDUSTRIES,286,6,3902359.0,3,2,2,Need Attention
KURNIA ABADI,1648,2,91935.0,1,2,1,Hibernating
KURNIA ADI PERKASA,1011,3,526774.0,1,2,1,Hibernating
KURNIA AGRO MAKMUR INDONESIA,1634,8,766025.0,1,3,1,Can't Lose Them
KURNIA CAHAYA PERKASA,1718,1,4495529946.0,1,1,3,Lost
KURNIA CIPTAMODA GEMILANG,1298,26,68166410729.0,1,3,4,Can't Lose Them
KURNIA CIPTANIAGA GEMILANG,665,26,85589086062.0,2,3,4,At Risk
KURNIA INDO MANUFAKTUR,345,3,3137264.0,2,2,2,About to Sleep
KURNIA MULIA CITRA LESTARI,10,88,2931636221.0,4,4,3,Loyal Customers
KURNIA SAFETY SUPPLIES,23,102,21573511716.0,4,4,4,Champions
KURNIA TEKNOLOGI INDONESIA,7,13,10074946657.0,4,3,4,Champions
KURNIA TUNGGAL NUGRAHA,1224,1,237234.0,1,1,1,Lost
KURNIAMITRA DUTA SENTOSA TBK,9,188,422678112530.0,4,4,4,Champions
KURODA ELECTRIC INDONESIA,13,19,43145687694.0,4,3,4,Champions
KUS BUILDING SUPPLIES,29,18,5534466.0,4,3,2,Potential Loyalist
KUSANO SANGYO INDONESIA,352,2,178923072.0,2,2,3,About to Sleep
KUSOMO JUANG PERKASA,553,1,564448.0,2,1,1,Hibernating
KUSUMA INDO PERKASA,332,1,793941.0,2,1,1,Hibernating
KUSUMA KEMINDO SENTOSA TBK,7,15,756800.0,4,3,1,Promising
KUSUMA KENCANA KHATULISTIWA,10,27,45767553197.0,4,4,4,Champions
KUSUMA SARANA PANGAN,1470,1,361300.0,1,1,1,Lost
KUSUMA TEKNIK PERSADA,85,12,36177386531.0,3,3,4,Champions
KWANGCHEON KIM INDONESIA,505,1,3480188.0,2,1,2,Hibernating
KWANGDUK WORLDWIDE,1458,2,38396904.0,1,2,3,Hibernating
KWANGLIM YH INDAH,1157,13,23532651218.0,1,3,4,Can't Lose Them
KYDO INDONESIA,1310,1,381969.0,1,1,1,Lost
KYODA PULAUMAS SEJATI,42,35,1032681.0,4,4,2,Potential Loyalist
KYODENSHA HARMONY LOTUS,13,20,17831739.0,4,3,2,Potential Loyalist
KYODO YUSHI LUBRICANTS TP INDONESIA,13,32,77259716840.0,4,4,4,Champions
KYOEI DENKI INDONESIA,239,10,14350783567.0,3,3,4,Champions
KYOEI DENKI TRADING INDONESIA,27,32,1843598782.0,4,4,3,Loyal Customers
KYORAKU BLOWMOLDING INDONESIA,1338,7,272883512.0,1,3,3,Can't Lose Them
KYOSEKI INDONESIA,105,3,86274.0,3,2,1,Need Attention
KYOWA INDONESIA,113,1,2795673.0,3,1,2,Need Attention
L & B INDONESIA,776,27,7118736471.0,2,4,4,At Risk
L BEAUTY BRANDS,526,19,30269280624.0,2,3,4,At Risk
LAB TECHNOLOGI INDONESIA,6,2,5132334.0,4,2,2,Need Attention
LAB TIGA INTERNASIONAL INDONESIA,475,1,9688481.0,2,1,2,Hibernating
LADANG BERLIAN SENTOSA,1402,8,944612.0,1,3,2,Can't Lose Them
LADANG REZEKI TANI,680,71,7555509220.0,2,4,4,At Risk
LADANG SUBUR NUSANTARA,962,13,2170070.0,1,3,2,Can't Lose Them
LADANGBAJA MURNI TBK,1141,2,7935785.0,1,2,2,Hibernating
LADUR NUSANTARA GEMILANG,344,13,83763.0,2,3,1,At Risk
LAHUD JAYA ABADI,864,2,10940.0,2,2,1,About to Sleep
LAIF UNTUK INDONESIA,633,8,26021687.0,2,3,2,At Risk
LAISINDO ANUGERAH JAYAABADI,104,6,8755010.0,3,2,2,Need Attention
LAISON ABADI KENCANA,931,8,69285421.0,2,3,3,At Risk
LAJU BRATA,124,15,40147933505.0,3,3,4,Champions
LAJU INTI SELARAS,685,27,7924163.0,2,4,2,At Risk
LAJU JAYA MEKANIKAL,925,5,14264432154.0,2,2,4,About to Sleep
LAJU JAYA TEKNIK,1199,6,5014513511.0,1,2,3,Hibernating
LAJU KARYA MANDIRI,5,137,324736122981.0,4,4,4,Champions
LAJU LAKSANA LESTARI,1025,13,40708290.0,1,3,3,Can't Lose Them
LAJUPERDANA INDAH,320,4,724979830.0,3,2,3,New Customers
LAKJAVA MINERAL ABADI,234,18,32761288.0,3,3,2,Potential Loyalist
LAKRA,160,1,397897.0,3,1,1,Need Attention
LAKSANA,1557,1,3968514.0,1,1,2,Lost
LAKSANA ABADI PRIMA,50,22,106551583.0,3,3,3,Loyal Customers
LAKSANA BUS MANUFAKTUR,290,3,20509044450.0,3,2,4,New Customers
LAKSANAWAN LESTARI,171,2,10300.0,3,2,1,Need Attention
LALIZAS MARINE INDONESIA,378,8,16369498067.0,2,3,4,At Risk
LAM SENG HANG INDONESIA,80,10,4246484.0,3,3,2,Potential Loyalist
LAM SENG HANG RESIN AND RUBBER INDONESIA,22,94,68236835.0,4,4,3,Loyal Customers
LAMBANG JAYA MAKMUR SENTOSA,421,24,67923566.0,2,3,3,At Risk
LAMI PACKAGING INDONESIA,6,146,243599024338.0,4,4,4,Champions
LAMINDO PRIMA MANDIRI,10,13,25043085767.0,4,3,4,Champions
LAMIPAK PRIMULA INDONESIA,62,74,117539931620.0,3,4,4,Champions
LAMPBOND INDONESIA,121,35,62847153737.0,3,4,4,Champions
LANCAR ABADI,1107,4,19619716.0,1,2,2,Hibernating
LANCAR ASIA INDUSTRI,681,27,1910724.0,2,4,2,At Risk
LANCAR NIAGA,55,9,646406402.0,3,3,3,Loyal Customers
LANCAR SUKSES INFINITI,1176,10,639772.0,1,3,1,Can't Lose Them
LANCAR SUMBER REZEKI,1723,5,694528.0,1,2,1,Hibernating
LANCAR USAHA MAKMUR,610,77,152133893176.0,2,4,4,At Risk
LANCS ARCHE CONSUMMA,212,1,179182.0,3,1,1,Need Attention
LANDICI MAJU BERSAMA,6,9,55447853454.0,4,3,4,Champions
LANDMARK RETAIL TRADING,84,172,6983020313.0,3,4,4,Champions
LANEIGE INDONESIA PACIFIC,1302,21,63355647.0,1,3,3,Can't Lose Them
LANGGENG AGRONUSA,1324,81,97549892306.0,1,4,4,Can't Lose Them
LANGGENG HIDUP SENTOSA,1408,18,4931740.0,1,3,2,Can't Lose Them
LANGGENG KREASI JAYAPRIMA,22,15,43719142663.0,4,3,4,Champions
LANGGENG LARIS CEMERLANG,13,72,32608988318.0,4,4,4,Champions
LANGGENG LESTARI JAYA,332,2,11863898309.0,2,2,4,About to Sleep
LANGGENG MAKMUR ALUMINIUM,7,185,50708166091.0,4,4,4,Champions
LANGGENG MAKMUR KENCANA,1247,1,1284766164.0,1,1,3,Lost
LANGGENG TRADA TEKNIK,2,46,21526227286.0,4,4,4,Champions
LANGKAH GEMILANG JAYA,1392,7,21303150.0,1,3,2,Can't Lose Them
LANGKAH MAJU GEMILANG,22,1,9598204182.0,4,1,4,New Customers
LANTAI DEKORATIF INDONESIA,51,16,28943621.0,3,3,2,Potential Loyalist
LANTERA KARYA ADITAMA,281,1,7055016.0,3,1,2,Need Attention
LAPI ITB,1227,1,1127500.0,1,1,2,Lost
LAPRINT JAYA,178,4,8650229145.0,3,2,4,New Customers
LARA THALIA ABADI,3,451,3331789518.0,4,4,3,Loyal Customers
LARIS CHANDRA,9,19,62912329.0,4,3,3,Loyal Customers
LARIS MANIS SEMPURNA,279,7,18358773608.0,3,3,4,Champions
LARIS MANIS UTAMA,871,414,275475385140.0,2,4,4,At Risk
LARIS SEJAHTERA TEKNIK,91,5,7345306899.0,3,2,4,New Customers
LARISSA,111,2,42125.0,3,2,1,Need Attention
LARKIN ELEKTRIK INDONESIA,34,9,345513.0,4,3,1,Promising
LAROCKING KELEVA GLOBAL,128,6,12738349365.0,3,2,4,New Customers
LAROSE SHUKUFUKU ANDALAN,290,1,71728.0,3,1,1,Need Attention
LASINDO JAYABERSAMA,1729,1,3719219.0,1,1,2,Lost
LASKITA LENTERA SUKSES,974,5,11173594.0,1,2,2,Hibernating
LATEXCO INDONESIA,36,37,56802241135.0,4,4,4,Champions
LATRADE BATAM INDONESIA,161,2,112800.0,3,2,1,Need Attention
LAUT UTARA INDONESIA,540,4,15241468392.0,2,2,4,About to Sleep
LAUTAN ANUGERAH BERKAH ALAM,1401,24,74312439.0,1,3,3,Can't Lose Them
LAUTAN BINTANG SEMESTA,1394,66,14863024.0,1,4,2,Can't Lose Them
LAUTAN BIRU PASIFIK,1048,19,3097975299.0,1,3,3,Can't Lose Them
LAUTAN BIRU PERKASA,162,15,1007712.0,3,3,2,Potential Loyalist
LAUTAN EMAS TRADING,12,77,9101169.0,4,4,2,Potential Loyalist
LAUTAN GUNUNG MAS,731,3,516920.0,2,2,1,About to Sleep
LAUTAN INDOMAS UTAMA,1638,6,1073965.0,1,2,2,Hibernating
LAUTAN INTAN MULIA,338,8,1638949.0,2,3,2,At Risk
LAUTAN INTERNATIONAL JAYA,400,1,19075.0,2,1,1,Hibernating
LAUTAN JAYA GEMILANG,8,258,176344982.0,4,4,3,Loyal Customers
LAUTAN JAYA INDO,1603,2,5971566.0,1,2,2,Hibernating
LAUTAN KENCANA HIDUP,2,114,5495386937.0,4,4,3,Loyal Customers
LAUTAN LUAS ABADI,1130,1,3900.0,1,1,1,Lost
LAUTAN LUAS TBK,1,551,39807294551.0,4,4,4,Champions
LAUTAN MAS ASIA,126,3,1512859926.0,3,2,3,New Customers
LAUTAN MAS SUNARDI,1032,1,2399001126.0,1,1,3,Lost
LAUTAN MITRA KREASI,535,1,6252626776.0,2,1,4,Hibernating
LAUTAN ORGANO WATER,80,10,32003624398.0,3,3,4,Champions
LAUTAN SAKTI JAYA,471,7,649510.0,2,3,1,At Risk
LAUTAN SEMESTA MANDIRI,1738,5,745758.0,1,2,1,Hibernating
LAUTAN SENTOSA BIRU,545,1,2500.0,2,1,1,Hibernating
LAUTAN STEEL INDONESIA,2,1099,8510346516.0,4,4,4,Champions
LAUTAN TIMUR PERKASA,819,53,97936723.0,2,4,3,At Risk
LAUTINDO SYNERGY SEJAHTERA,8,3,140187.0,4,2,1,Need Attention
LAVATEXTILES BVBA INDONESIA,685,1,5992526626.0,2,1,4,Hibernating
LAVATRINDO CITRA KREASI,31,4,40400531.0,4,2,3,New Customers
LAWANGMAS PRIMAPACK INDONESIA,6,50,3965880706.0,4,4,3,Loyal Customers
LAWE JAYA INDONESIA,401,1,181.0,2,1,1,Hibernating
LAWSIM ZECHA,35,11,92950.0,4,3,1,Promising
LAWU TAMAN SELARAS,1234,19,2827465165.0,1,3,3,Can't Lose Them
LAX ACON INDONESIA,21,7,6478808391.0,4,3,4,Champions
LAXMIRANI MITRA GARMINDO,924,4,1303360821.0,2,2,3,About to Sleep
LAYAR SAMUDERA,1448,1,56680.0,1,1,1,Lost
LAYO SENG FONG,128,8,14365303.0,3,3,2,Potential Loyalist
LAYSANDER TECHNOLOGY,14,145,53983176741.0,4,4,4,Champions
LB TECHNOLOGIES BATAM,280,1,164442.0,3,1,1,Need Attention
LCWAIKIKI RETAIL INDONESIA,1266,189,308854930.0,1,4,3,Can't Lose Them
LDC INDONESIA,36,7,17524565764.0,4,3,4,Champions
LDC TRADING INDONESIA,24,53,18834352.0,4,4,2,Potential Loyalist
LEADEN INDONESIA,2,84,60094648.0,4,4,3,Loyal Customers
LEADFORCE INTERNATIONAL BICYCLE,337,4,99701.0,2,2,1,About to Sleep
LEADING GARMENT INDUSTRIES,605,14,2897997375.0,2,3,3,At Risk
LEADMENS LEADTRA INDONESIA,276,2,2074350.0,3,2,2,Need Attention
LEANA INDO HARMONI,7,198,55737127898.0,4,4,4,Champions
LEAPFROG INDONESIA,16,65,27047230.0,4,4,2,Potential Loyalist
LEE SHALOM BERJAYA,143,1,3919375.0,3,1,2,Need Attention
LEE UNITED PRATAMA,1442,1,75000.0,1,1,1,Lost
LEE YIN GAPURA GARMENT INDONESIA,254,6,1177919710.0,3,2,3,New Customers
LEEA FOOTWEAR INDONESIA,703,3,5702761672.0,2,2,3,About to Sleep
LEETEX GARMENT INDONESIA,64,5,1878557.0,3,2,2,Need Attention
LEEWON INDUSTRIAL,685,8,10100876.0,2,3,2,At Risk
LEGRAND INDONESIA,16,41,57704626909.0,4,4,4,Champions
LEITER INDONESIA,1066,14,29994879454.0,1,3,4,Can't Lose Them
LEJEL INTERNATIONAL,52,20,22464455.0,3,3,2,Potential Loyalist
LEKE BANGUN INDONESIA,273,1,374475656.0,3,1,3,New Customers
LELCO TRINDO GRAHA NUSANTARA,510,4,86003.0,2,2,1,About to Sleep
LEMBAHSINDO INTIMANUNGGAL,2,26,4369597016.0,4,4,3,Loyal Customers
LEMOTATA GRAHAMAS,947,1,55462545.0,2,1,3,Hibernating
LENARD REFRIGERATION INDONESIA,1560,1,16670.0,1,1,1,Lost
LENOVO INDONESIA,2,71,740611356.0,4,4,3,Loyal Customers
LENTERA ANDALAN KOMUNIKASI,51,8,9717563.0,3,3,2,Potential Loyalist
LENTERA BERKAH ABADI,707,1,5000.0,2,1,1,Hibernating
LENTERA INTERNASIONAL,1067,7,22400268170.0,1,3,4,Can't Lose Them
LENTERA LANGIT PERDANA,14,1,1094589.0,4,1,2,Need Attention
LENTERAQ,1575,1,2131514.0,1,1,2,Lost
LEONIAN GOLF INDONESIA,17,84,33685340751.0,4,4,4,Champions
LESAFFRE SARI NUSA,1,66,48396266.0,4,4,3,Loyal Customers
LESLIE ARCHI SELECTION,1609,1,82385.0,1,1,1,Lost
LESOSHOPPE INDONESIA ETIKA,1589,3,10538.0,1,2,1,Hibernating
LESSO NEW ENERGY,7,63,401315283.0,4,4,3,Loyal Customers
LESSO TECHNOLOGY INDONESIA,1,25,70035189.0,4,3,3,Loyal Customers
LESSO TECHNOLOGY INDONESIA TRADING,22,20,2762971.0,4,3,2,Potential Loyalist
LESTARI ALAM SEGAR,433,2,184435.0,2,2,1,About to Sleep
LESTARI BUSANA ANGGUN MAHKOTA,671,8,695532726.0,2,3,3,At Risk
LESTARI GRAHA SEMESTA,434,12,37619846549.0,2,3,4,At Risk
LESTARI JAYA PROPERTY,286,12,28818081211.0,3,3,4,Champions
LESTARI KAGUNGAN MANDIRI,1101,1,1068516.0,1,1,2,Lost
LESTARI MAJU PERKASA,171,3,2637.0,3,2,1,Need Attention
LESTARINDO AMPUH PERKASA,62,39,2621647726.0,3,4,3,Loyal Customers
LEUWIJAYA UTAMA TEXTILE,38,7,29848441.0,4,3,2,Potential Loyalist
LEVI STRAUSS INDONESIA,1,4875,10259308833.0,4,4,4,Champions
LEXICA INTERIOR RETAIL,576,3,1041371.0,2,2,2,About to Sleep
LEYARD TEKNOLOGI INDONESIA,495,1,4187590068.0,2,1,3,Hibernating
LEZEN INDONESIA,176,44,15790297359.0,3,4,4,Champions
LG ELECTRONICS INDONESIA,1750,4,26937104.0,1,2,2,Hibernating
LIANG CHI INDONESIA,63,10,19646734.0,3,3,2,Potential Loyalist
LIBERA TECHNOLOGIES INDONESIA,177,15,1439244.0,3,3,2,Potential Loyalist
LIBRA FOOD SERVICE,9,326,641045947999.0,4,4,4,Champions
LIEBRA PERMANA,1639,4,11994731347.0,1,2,4,Hibernating
LIFE UTAMA INDUSTRIES AND TRADING,1118,7,746687.0,1,3,1,Can't Lose Them
LIFELON JAYA MAKMUR,1031,5,20213159277.0,1,2,4,Hibernating
LIFESTYLE INTERNATIONAL,52,13,33681957534.0,3,3,4,Champions
LIFESTYLE ON DISPLAY,1414,5,342878.0,1,2,1,Hibernating
LIGA MANDIRI BAN,181,2,7412383.0,3,2,2,Need Attention
LIGIENT,230,16,27683386178.0,3,3,4,Champions
LIGLED CAHAYA INDONESIA,1541,2,3219991.0,1,2,2,Hibernating
LIKUID NUSANTARA GAS,422,1,179773.0,2,1,1,Hibernating
LIKUID PHARMALAB INDONESIA,62,9,15028458269.0,3,3,4,Champions
LIKUIDA VALVELINDO TEKNO,57,2,9341595521.0,3,2,4,New Customers
LILY JAYA,1659,1,112543808.0,1,1,3,Lost
LILY KREASI INOVASI,359,1,1991879311.0,2,1,3,Hibernating
LIMA BINTANG TEKNOLOGI,64,2,1005860284.0,3,2,3,New Customers
LIMA JAYA ABADI,132,35,82480834760.0,3,4,4,Champions
LIMA JAYA SUKSES,7,6,11750039.0,4,2,2,Need Attention
LIMA KARYA SUKSES,41,15,10814980662.0,4,3,4,Champions
LIMA MITRA BERSAMA,1234,1,50570.0,1,1,1,Lost
LIMA PILAR ABADI,734,11,625900.0,2,3,1,At Risk
LIMA SATU DELAPAN AMANA,631,4,9112514749.0,2,2,4,About to Sleep
LIMA TIGA DUA,6,17,60028542745.0,4,3,4,Champions
LIMA TUJUH SAGITTAURO,1675,1,666.0,1,1,1,Lost
LIMAN JAYA TRANS MIX,888,1,13245012.0,2,1,2,Hibernating
LIMASAPUTRA JAYA,475,1,6175.0,2,1,1,Hibernating
LIMBONG HOLENA,1244,11,39332005.0,1,3,3,Can't Lose Them
LIMINDI SUKSES BERSAMA,556,2,992834.0,2,2,2,About to Sleep
LINDA HANTA WIJAYA,1,234,533766013.0,4,4,3,Loyal Customers
LINE ONE INDONESIA,119,3,50510463.0,3,2,3,New Customers
LINGKAR SAUDARA MARITIM,1364,2,59445.0,1,2,1,Hibernating
LINGKUP WANG EKONOMI,765,11,316873.0,2,3,1,At Risk
LINK ABADI,1384,2,1756723414.0,1,2,3,Hibernating
LINK LIFE HOUSEWARE INDONESIA,339,1,1420714.0,2,1,2,Hibernating
LINK NUSANTARA,657,1,3773795433.0,2,1,3,Hibernating
LINNOA JAYA INDONESIA,55,2,1439126891.0,3,2,3,New Customers
LINOTI HOME LIVING,217,1,3024.0,3,1,1,Need Attention
LINTAN INTICEMERLANG UTAMA,583,1,2822565.0,2,1,2,Hibernating
LINTAS ASIA PRATAMA,1063,8,5739453525.0,1,3,3,Can't Lose Them
LINTAS BANGUNAN GLOBAL,1429,26,37620993.0,1,4,3,Can't Lose Them
LINTAS BATAS DAGANG INTERNASIONAL,26,3,10979154771.0,4,2,4,New Customers
LINTAS BERKAH PASIFIK,1031,83,32318500810.0,1,4,4,Can't Lose Them
LINTAS BUANA UNGGUL,1400,37,65630422131.0,1,4,4,Can't Lose Them
LINTAS EKA DELAPAN,825,5,89945.0,2,2,1,About to Sleep
LINTAS GENERASI NUSANTARA,465,2,1359908.0,2,2,2,About to Sleep
LINTAS JARINGAN NUSANTARA,449,4,3081968896.0,2,2,3,About to Sleep
LINTAS JAYA SELARAS,637,2,319366.0,2,2,1,About to Sleep
LINTAS KARYA TUNGGAL,1258,8,5383774.0,1,3,2,Can't Lose Them
LINTAS KATULISTIWA PRATAMA,447,1,3652263.0,2,1,2,Hibernating
LINTAS MANGGARAI SEJAHTERA,1032,8,1218426220.0,1,3,3,Can't Lose Them
LINTAS MITRA PERKASA,1056,3,205373.0,1,2,1,Hibernating
LINTAS SAMUDERA,34,8,104062.0,4,3,1,Promising
LINTAS SAMUDRA LUAS,6,82,49088917280.0,4,4,4,Champions
LINTAS TEKNOLOGI INDONESIA,50,34,84518084.0,3,4,3,Loyal Customers
LINTAS TENGGARA SEJAHTERA,1,50,6650593.0,4,4,2,Potential Loyalist
LINTAS USAHA ANEKA SARANA,145,11,3912786.0,3,3,2,Potential Loyalist
LINTEC INDONESIA,15,55,197644693.0,4,4,3,Loyal Customers
LINTEC JAKARTA,3,38,8908945244.0,4,4,4,Champions
LINTECH DUTA PRATAMA,1430,6,12045134.0,1,2,2,Hibernating
LION METAL WORKS TBK,35,34,647797884.0,4,4,3,Loyal Customers
LION WINGS,2,36,73098658907.0,4,4,4,Champions
LIQUA INDONESIA MAS,43,7,208731.0,3,3,1,Promising
LITTLE TREE,681,1,4090.0,2,1,1,Hibernating
LIV MADEN,175,21,25396065953.0,3,3,4,Champions
LIXIL ALUMINIUM INDONESIA,83,8,23593021680.0,3,3,4,Champions
LIXIL TRADING INDONESIA,2,198,237918568141.0,4,4,4,Champions
LLOYD LABORATORIES INDONESIA,63,4,3352986.0,3,2,2,Need Attention
LNS INDONESIA,299,1,2125.0,3,1,1,Need Attention
LOCK & LOCK INDONESIA,2,337,413949838.0,4,4,3,Loyal Customers
LOESCHE INDONESIA,1085,2,841058262.0,1,2,3,Hibernating
LOGAM INDO TIMOER,1742,1,29427.0,1,1,1,Lost
LOGAM JAYA MAKMUR,1288,3,1987287.0,1,2,2,Hibernating
LOGAM MAS INDONESIA,38,3,8456992719.0,4,2,4,New Customers
LOGAMASA ADHINUSA,994,7,34629111.0,1,3,3,Can't Lose Them
LOGIGATE GLOBAL INDONESIA,534,1,6240.0,2,1,1,Hibernating
LOGISALL GLOBAL INDONESIA,450,2,16744.0,2,2,1,About to Sleep
LOGISTIK PENDINGIN INDONESIA,1402,41,178735045.0,1,4,3,Can't Lose Them
LOHDJINAWI WIDJAYA,397,706,1424488296.0,2,4,3,At Risk
LOHINDO MAKMUR PERKASA,135,2,6880.0,3,2,1,Need Attention
LOHMUN INDONESIA,58,19,7810213.0,3,3,2,Potential Loyalist
LOKA HASTHA SAMUDERA,223,10,10481478.0,3,3,2,Potential Loyalist
